ciudad,temperatura,descripcion,humedad,viento,presion,created_at,nivel,congestion,mensaje
Madrid,30.7,cielo claro,15,8.0,,2026-05-23 13:00:00,Bajo,23,Tráfico fluido.
Vigo,28.7,nublado,48,8.3,,2026-05-23 13:00:00,Bajo,15,Tráfico fluido.
Madrid,30.7,cielo claro,15,8.0,,2026-05-23 13:00:00,Bajo,23,Tráfico fluido.
Vigo,28.7,nublado,48,8.3,,2026-05-23 13:00:00,Bajo,15,Tráfico fluido.
Madrid,31.4,cielo claro,14,8.2,,2026-05-23 14:00:00,Bajo,23,Tráfico fluido.
Vigo,28.0,cielo claro,49,0.5,,2026-05-23 14:00:00,Bajo,15,Tráfico fluido.
Madrid,31.4,cielo claro,14,8.2,,2026-05-23 14:00:00,Bajo,23,Tráfico fluido.
Vigo,28.0,cielo claro,49,0.5,,2026-05-23 14:00:00,Bajo,15,Tráfico fluido.
Madrid,31.8,cielo claro,12,8.0,,2026-05-23 15:00:00,Bajo,23,Tráfico fluido.
Vigo,25.6,cielo claro,64,15.2,,2026-05-23 15:00:00,Bajo,20,Tráfico fluido.
Madrid,31.8,cielo claro,12,8.0,,2026-05-23 15:00:00,Bajo,23,Tráfico fluido.
Vigo,25.6,cielo claro,64,15.2,,2026-05-23 15:00:00,Bajo,20,Tráfico fluido.
Madrid,31.7,cielo claro,11,10.2,,2026-05-23 16:00:00,Alto,63,Tráfico pesado.
Vigo,22.1,nublado,75,11.7,,2026-05-23 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,31.7,cielo claro,11,10.2,,2026-05-23 16:00:00,Alto,63,Tráfico pesado.
Vigo,22.1,nublado,75,11.7,,2026-05-23 16:00:00,Medio,55,Condiciones normales de tráfico.
Madrid,31.3,cielo claro,11,9.6,,2026-05-23 17:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,22.6,lluvia,73,6.4,,2026-05-23 17:00:00,Alto,62,Tráfico pesado.
Madrid,31.3,cielo claro,11,9.6,,2026-05-23 17:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,22.6,lluvia,73,6.4,,2026-05-23 17:00:00,Alto,62,Tráfico pesado.
Madrid,30.8,cielo claro,11,8.5,,2026-05-23 18:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,24.6,lluvia,76,8.9,,2026-05-23 18:00:00,Alto,62,Tráfico pesado.
Madrid,30.8,cielo claro,11,8.5,,2026-05-23 18:00:00,Medio,58,Condiciones normales de tráfico.
Vigo,24.6,lluvia,76,8.9,,2026-05-23 18:00:00,Alto,62,Tráfico pesado.
Madrid,29.9,cielo claro,12,7.3,,2026-05-23 19:00:00,Bajo,23,Tráfico fluido.
Vigo,24.2,nublado,84,1.1,,2026-05-23 19:00:00,Bajo,15,Tráfico fluido.
Madrid,29.9,cielo claro,12,7.3,,2026-05-23 19:00:00,Bajo,23,Tráfico fluido.
Vigo,24.2,nublado,84,1.1,,2026-05-23 19:00:00,Bajo,15,Tráfico fluido.
Madrid,28.5,cielo claro,15,5.2,,2026-05-23 20:00:00,Bajo,23,Tráfico fluido.
Vigo,21.4,cielo claro,88,4.5,,2026-05-23 20:00:00,Bajo,15,Tráfico fluido.
Madrid,28.5,cielo claro,15,5.2,,2026-05-23 20:00:00,Bajo,23,Tráfico fluido.
Vigo,21.4,cielo claro,88,4.5,,2026-05-23 20:00:00,Bajo,15,Tráfico fluido.
Madrid,27.0,nublado,18,8.6,,2026-05-23 21:00:00,Bajo,23,Tráfico fluido.
Vigo,20.4,cielo claro,83,6.0,,2026-05-23 21:00:00,Bajo,15,Tráfico fluido.
Madrid,27.0,nublado,18,8.6,,2026-05-23 21:00:00,Bajo,23,Tráfico fluido.
Vigo,20.4,cielo claro,83,6.0,,2026-05-23 21:00:00,Bajo,15,Tráfico fluido.
Madrid,25.1,nublado,23,10.7,,2026-05-23 22:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,cielo claro,76,4.9,,2026-05-23 22:00:00,Bajo,15,Tráfico fluido.
Madrid,25.1,nublado,23,10.7,,2026-05-23 22:00:00,Bajo,28,Tráfico fluido.
Vigo,20.0,cielo claro,76,4.9,,2026-05-23 22:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,nublado,26,11.1,,2026-05-23 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,cielo claro,80,3.9,,2026-05-23 23:00:00,Bajo,15,Tráfico fluido.
Madrid,23.5,nublado,26,11.1,,2026-05-23 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,cielo claro,80,3.9,,2026-05-23 23:00:00,Bajo,15,Tráfico fluido.
Madrid,22.8,nublado,30,8.7,,2026-05-24 00:00:00,Bajo,23,Tráfico fluido.
Vigo,19.3,nublado,79,6.8,,2026-05-24 00:00:00,Bajo,15,Tráfico fluido.
Madrid,22.8,nublado,30,8.7,,2026-05-24 00:00:00,Bajo,23,Tráfico fluido.
Vigo,19.3,nublado,79,6.8,,2026-05-24 00:00:00,Bajo,15,Tráfico fluido.
Madrid,21.4,nublado,34,2.0,,2026-05-24 01:00:00,Bajo,23,Tráfico fluido.
Vigo,19.8,nublado,72,5.6,,2026-05-24 01:00:00,Bajo,15,Tráfico fluido.
Madrid,21.4,nublado,34,2.0,,2026-05-24 01:00:00,Bajo,23,Tráfico fluido.
Vigo,19.8,nublado,72,5.6,,2026-05-24 01:00:00,Bajo,15,Tráfico fluido.
Madrid,21.1,nublado,33,6.4,,2026-05-24 02:00:00,Bajo,23,Tráfico fluido.
Vigo,18.3,cielo claro,79,6.7,,2026-05-24 02:00:00,Bajo,15,Tráfico fluido.
Madrid,21.1,nublado,33,6.4,,2026-05-24 02:00:00,Bajo,23,Tráfico fluido.
Vigo,18.3,cielo claro,79,6.7,,2026-05-24 02:00:00,Bajo,15,Tráfico fluido.
Madrid,20.5,nublado,34,6.4,,2026-05-24 03:00:00,Bajo,23,Tráfico fluido.
Vigo,17.4,cielo claro,82,4.6,,2026-05-24 03:00:00,Bajo,15,Tráfico fluido.
Madrid,20.5,nublado,34,6.4,,2026-05-24 03:00:00,Bajo,23,Tráfico fluido.
Vigo,17.4,cielo claro,82,4.6,,2026-05-24 03:00:00,Bajo,15,Tráfico fluido.
Madrid,19.6,nublado,37,7.2,,2026-05-24 04:00:00,Bajo,23,Tráfico fluido.
Vigo,16.8,cielo claro,83,4.0,,2026-05-24 04:00:00,Bajo,15,Tráfico fluido.
Madrid,19.6,nublado,37,7.2,,2026-05-24 04:00:00,Bajo,23,Tráfico fluido.
Vigo,16.8,cielo claro,83,4.0,,2026-05-24 04:00:00,Bajo,15,Tráfico fluido.
Madrid,18.6,cielo claro,41,6.9,,2026-05-24 05:00:00,Bajo,23,Tráfico fluido.
Vigo,16.1,cielo claro,86,2.7,,2026-05-24 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.6,cielo claro,41,6.9,,2026-05-24 05:00:00,Bajo,23,Tráfico fluido.
Vigo,16.1,cielo claro,86,2.7,,2026-05-24 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.5,nublado,44,7.0,,2026-05-24 06:00:00,Bajo,23,Tráfico fluido.
Vigo,18.5,cielo claro,79,5.8,,2026-05-24 06:00:00,Bajo,15,Tráfico fluido.
Madrid,18.5,nublado,44,7.0,,2026-05-24 06:00:00,Bajo,23,Tráfico fluido.
Vigo,18.5,cielo claro,79,5.8,,2026-05-24 06:00:00,Bajo,15,Tráfico fluido.
Madrid,20.0,nublado,39,6.0,,2026-05-24 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.3,cielo claro,72,6.3,,2026-05-24 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,20.0,nublado,39,6.0,,2026-05-24 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.3,cielo claro,72,6.3,,2026-05-24 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,22.5,nublado,29,7.0,,2026-05-24 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,23.9,cielo claro,68,3.5,,2026-05-24 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,22.5,nublado,29,7.0,,2026-05-24 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,23.9,cielo claro,68,3.5,,2026-05-24 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,24.2,nublado,22,7.4,,2026-05-24 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,26.6,cielo claro,55,3.3,,2026-05-24 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,24.2,nublado,22,7.4,,2026-05-24 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,26.6,cielo claro,55,3.3,,2026-05-24 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,26.2,cielo claro,18,8.3,,2026-05-24 10:00:00,Bajo,23,Tráfico fluido.
Vigo,28.6,nublado,48,3.3,,2026-05-24 10:00:00,Bajo,15,Tráfico fluido.
Madrid,26.2,cielo claro,18,8.3,,2026-05-24 10:00:00,Bajo,23,Tráfico fluido.
Vigo,28.6,nublado,48,3.3,,2026-05-24 10:00:00,Bajo,15,Tráfico fluido.
Madrid,28.1,cielo claro,16,9.4,,2026-05-24 11:00:00,Bajo,23,Tráfico fluido.
Vigo,29.3,cielo claro,45,7.6,,2026-05-24 11:00:00,Bajo,15,Tráfico fluido.
Madrid,28.1,cielo claro,16,9.4,,2026-05-24 11:00:00,Bajo,23,Tráfico fluido.
Vigo,29.3,cielo claro,45,7.6,,2026-05-24 11:00:00,Bajo,15,Tráfico fluido.
Madrid,30.0,cielo claro,17,10.5,,2026-05-24 12:00:00,Bajo,28,Tráfico fluido.
Vigo,28.4,cielo claro,54,6.5,,2026-05-24 12:00:00,Bajo,15,Tráfico fluido.
Madrid,30.0,cielo claro,17,10.5,,2026-05-24 12:00:00,Bajo,28,Tráfico fluido.
Vigo,28.4,cielo claro,54,6.5,,2026-05-24 12:00:00,Bajo,15,Tráfico fluido.
Madrid,31.1,cielo claro,15,10.6,,2026-05-24 13:00:00,Bajo,28,Tráfico fluido.
Vigo,27.8,nublado,58,8.3,,2026-05-24 13:00:00,Bajo,15,Tráfico fluido.
Madrid,31.1,cielo claro,15,10.6,,2026-05-24 13:00:00,Bajo,28,Tráfico fluido.
Vigo,27.8,nublado,58,8.3,,2026-05-24 13:00:00,Bajo,15,Tráfico fluido.
Madrid,31.9,cielo claro,14,11.3,,2026-05-24 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.7,nublado,60,6.4,,2026-05-24 14:00:00,Bajo,15,Tráfico fluido.
Madrid,31.9,cielo claro,14,11.3,,2026-05-24 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.7,nublado,60,6.4,,2026-05-24 14:00:00,Bajo,15,Tráfico fluido.
Madrid,32.1,cielo claro,13,11.8,,2026-05-24 15:00:00,Bajo,28,Tráfico fluido.
Vigo,26.2,nublado,62,6.7,,2026-05-24 15:00:00,Bajo,15,Tráfico fluido.
Madrid,32.1,cielo claro,13,11.8,,2026-05-24 15:00:00,Bajo,28,Tráfico fluido.
Vigo,26.2,nublado,62,6.7,,2026-05-24 15:00:00,Bajo,15,Tráfico fluido.
Madrid,32.0,cielo claro,13,11.9,,2026-05-24 16:00:00,Alto,63,Tráfico pesado.
Vigo,26.2,nublado,63,5.0,,2026-05-24 16:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,32.0,cielo claro,13,11.9,,2026-05-24 16:00:00,Alto,63,Tráfico pesado.
Vigo,26.2,nublado,63,5.0,,2026-05-24 16:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,31.5,cielo claro,13,11.6,,2026-05-24 17:00:00,Alto,63,Tráfico pesado.
Vigo,26.3,lluvia,65,4.7,,2026-05-24 17:00:00,Alto,62,Tráfico pesado.
Madrid,31.5,cielo claro,13,11.6,,2026-05-24 17:00:00,Alto,63,Tráfico pesado.
Vigo,26.3,lluvia,65,4.7,,2026-05-24 17:00:00,Alto,62,Tráfico pesado.
Madrid,30.6,cielo claro,13,12.0,,2026-05-24 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.2,nublado,85,4.7,,2026-05-24 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,30.6,cielo claro,13,12.0,,2026-05-24 18:00:00,Alto,63,Tráfico pesado.
Vigo,22.2,nublado,85,4.7,,2026-05-24 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,29.5,cielo claro,14,9.9,,2026-05-24 19:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,lluvia,92,5.8,,2026-05-24 19:00:00,Bajo,27,Tráfico fluido.
Madrid,29.5,cielo claro,14,9.9,,2026-05-24 19:00:00,Bajo,23,Tráfico fluido.
Vigo,21.9,lluvia,92,5.8,,2026-05-24 19:00:00,Bajo,27,Tráfico fluido.
Madrid,27.7,cielo claro,17,9.4,,2026-05-24 20:00:00,Bajo,23,Tráfico fluido.
Vigo,20.5,nublado,95,3.6,,2026-05-24 20:00:00,Bajo,15,Tráfico fluido.
Madrid,27.7,cielo claro,17,9.4,,2026-05-24 20:00:00,Bajo,23,Tráfico fluido.
Vigo,20.5,nublado,95,3.6,,2026-05-24 20:00:00,Bajo,15,Tráfico fluido.
Madrid,26.1,cielo claro,20,12.5,,2026-05-24 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.6,cielo claro,96,3.1,,2026-05-24 21:00:00,Bajo,15,Tráfico fluido.
Madrid,26.1,cielo claro,20,12.5,,2026-05-24 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.6,cielo claro,96,3.1,,2026-05-24 21:00:00,Bajo,15,Tráfico fluido.
Madrid,24.7,cielo claro,22,14.7,,2026-05-24 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.1,cielo claro,96,3.3,,2026-05-24 22:00:00,Bajo,15,Tráfico fluido.
Madrid,24.7,cielo claro,22,14.7,,2026-05-24 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.1,cielo claro,96,3.3,,2026-05-24 22:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,26,14.4,,2026-05-24 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,nublado,94,2.5,,2026-05-24 23:00:00,Bajo,15,Tráfico fluido.
Madrid,23.7,cielo claro,26,14.4,,2026-05-24 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,nublado,94,2.5,,2026-05-24 23:00:00,Bajo,15,Tráfico fluido.
Madrid,22.4,cielo claro,32,10.7,,2026-05-25 00:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,cielo claro,94,2.3,,2026-05-25 00:00:00,Bajo,15,Tráfico fluido.
Madrid,22.4,cielo claro,32,10.7,,2026-05-25 00:00:00,Bajo,28,Tráfico fluido.
Vigo,18.8,cielo claro,94,2.3,,2026-05-25 00:00:00,Bajo,15,Tráfico fluido.
Madrid,21.3,cielo claro,35,7.0,,2026-05-25 01:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,cielo claro,92,0.7,,2026-05-25 01:00:00,Bajo,15,Tráfico fluido.
Madrid,21.3,cielo claro,35,7.0,,2026-05-25 01:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,cielo claro,92,0.7,,2026-05-25 01:00:00,Bajo,15,Tráfico fluido.
Madrid,20.5,cielo claro,37,6.7,,2026-05-25 02:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,nublado,90,0.8,,2026-05-25 02:00:00,Bajo,15,Tráfico fluido.
Madrid,20.5,cielo claro,37,6.7,,2026-05-25 02:00:00,Bajo,23,Tráfico fluido.
Vigo,18.7,nublado,90,0.8,,2026-05-25 02:00:00,Bajo,15,Tráfico fluido.
Madrid,20.0,cielo claro,38,8.4,,2026-05-25 03:00:00,Bajo,23,Tráfico fluido.
Vigo,18.3,cielo claro,91,1.2,,2026-05-25 03:00:00,Bajo,15,Tráfico fluido.
Madrid,20.0,cielo claro,38,8.4,,2026-05-25 03:00:00,Bajo,23,Tráfico fluido.
Vigo,18.3,cielo claro,91,1.2,,2026-05-25 03:00:00,Bajo,15,Tráfico fluido.
Madrid,19.3,cielo claro,40,8.5,,2026-05-25 04:00:00,Bajo,23,Tráfico fluido.
Vigo,17.6,cielo claro,92,3.4,,2026-05-25 04:00:00,Bajo,15,Tráfico fluido.
Madrid,19.3,cielo claro,40,8.5,,2026-05-25 04:00:00,Bajo,23,Tráfico fluido.
Vigo,17.6,cielo claro,92,3.4,,2026-05-25 04:00:00,Bajo,15,Tráfico fluido.
Madrid,18.5,cielo claro,42,8.0,,2026-05-25 05:00:00,Bajo,23,Tráfico fluido.
Vigo,17.1,cielo claro,93,1.9,,2026-05-25 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.5,cielo claro,42,8.0,,2026-05-25 05:00:00,Bajo,23,Tráfico fluido.
Vigo,17.1,cielo claro,93,1.9,,2026-05-25 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.8,cielo claro,45,8.9,,2026-05-25 06:00:00,Bajo,23,Tráfico fluido.
Vigo,17.6,nublado,97,3.3,,2026-05-25 06:00:00,Bajo,15,Tráfico fluido.
Madrid,18.8,cielo claro,45,8.9,,2026-05-25 06:00:00,Bajo,23,Tráfico fluido.
Vigo,17.6,nublado,97,3.3,,2026-05-25 06:00:00,Bajo,15,Tráfico fluido.
Madrid,20.4,cielo claro,39,9.8,,2026-05-25 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,19.8,nublado,91,2.5,,2026-05-25 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,20.4,cielo claro,39,9.8,,2026-05-25 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,19.8,nublado,91,2.5,,2026-05-25 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,22.2,cielo claro,31,9.2,,2026-05-25 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.9,nublado,84,2.3,,2026-05-25 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,22.2,cielo claro,31,9.2,,2026-05-25 08:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,21.9,nublado,84,2.3,,2026-05-25 08:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,24.0,nublado,28,9.0,,2026-05-25 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,24.2,nublado,71,2.1,,2026-05-25 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,24.0,nublado,28,9.0,,2026-05-25 09:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,24.2,nublado,71,2.1,,2026-05-25 09:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,26.1,nublado,23,9.4,,2026-05-25 10:00:00,Bajo,23,Tráfico fluido.
Vigo,25.5,nublado,64,5.2,,2026-05-25 10:00:00,Bajo,15,Tráfico fluido.
Madrid,26.1,nublado,23,9.4,,2026-05-25 10:00:00,Bajo,23,Tráfico fluido.
Vigo,25.5,nublado,64,5.2,,2026-05-25 10:00:00,Bajo,15,Tráfico fluido.
Madrid,27.9,cielo claro,19,9.7,,2026-05-25 11:00:00,Bajo,23,Tráfico fluido.
Vigo,26.3,nublado,61,7.2,,2026-05-25 11:00:00,Bajo,15,Tráfico fluido.
Madrid,27.9,cielo claro,19,9.7,,2026-05-25 11:00:00,Bajo,23,Tráfico fluido.
Vigo,26.3,nublado,61,7.2,,2026-05-25 11:00:00,Bajo,15,Tráfico fluido.
Madrid,29.2,cielo claro,17,9.8,,2026-05-25 12:00:00,Bajo,23,Tráfico fluido.
Vigo,27.6,nublado,54,7.4,,2026-05-25 12:00:00,Bajo,15,Tráfico fluido.
Madrid,29.2,cielo claro,17,9.8,,2026-05-25 12:00:00,Bajo,23,Tráfico fluido.
Vigo,27.6,nublado,54,7.4,,2026-05-25 12:00:00,Bajo,15,Tráfico fluido.
Madrid,30.3,cielo claro,15,10.3,,2026-05-25 13:00:00,Bajo,28,Tráfico fluido.
Vigo,27.2,cielo claro,56,9.0,,2026-05-25 13:00:00,Bajo,15,Tráfico fluido.
Madrid,30.3,cielo claro,15,10.3,,2026-05-25 13:00:00,Bajo,28,Tráfico fluido.
Vigo,27.2,cielo claro,56,9.0,,2026-05-25 13:00:00,Bajo,15,Tráfico fluido.
Madrid,31.0,cielo claro,13,10.5,,2026-05-25 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.6,cielo claro,57,9.3,,2026-05-25 14:00:00,Bajo,15,Tráfico fluido.
Madrid,31.0,cielo claro,13,10.5,,2026-05-25 14:00:00,Bajo,28,Tráfico fluido.
Vigo,26.6,cielo claro,57,9.3,,2026-05-25 14:00:00,Bajo,15,Tráfico fluido.
Madrid,31.3,nublado,13,10.5,,2026-05-25 15:00:00,Bajo,28,Tráfico fluido.
Vigo,26.1,cielo claro,59,10.1,,2026-05-25 15:00:00,Bajo,20,Tráfico fluido.
Madrid,31.3,nublado,13,10.5,,2026-05-25 15:00:00,Bajo,28,Tráfico fluido.
Vigo,26.1,cielo claro,59,10.1,,2026-05-25 15:00:00,Bajo,20,Tráfico fluido.
Madrid,31.4,nublado,12,11.4,,2026-05-25 16:00:00,Alto,63,Tráfico pesado.
Vigo,25.0,cielo claro,61,7.7,,2026-05-25 16:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,31.4,nublado,12,11.4,,2026-05-25 16:00:00,Alto,63,Tráfico pesado.
Vigo,25.0,cielo claro,61,7.7,,2026-05-25 16:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,31.0,nublado,12,12.7,,2026-05-25 17:00:00,Alto,63,Tráfico pesado.
Vigo,24.3,cielo claro,60,6.7,,2026-05-25 17:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,31.0,nublado,12,12.7,,2026-05-25 17:00:00,Alto,63,Tráfico pesado.
Vigo,24.3,cielo claro,60,6.7,,2026-05-25 17:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,30.2,nublado,13,12.5,,2026-05-25 18:00:00,Alto,63,Tráfico pesado.
Vigo,23.5,cielo claro,61,7.8,,2026-05-25 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,30.2,nublado,13,12.5,,2026-05-25 18:00:00,Alto,63,Tráfico pesado.
Vigo,23.5,cielo claro,61,7.8,,2026-05-25 18:00:00,Medio,50,Condiciones normales de tráfico.
Madrid,29.0,cielo claro,16,11.8,,2026-05-25 19:00:00,Bajo,28,Tráfico fluido.
Vigo,22.4,cielo claro,70,3.3,,2026-05-25 19:00:00,Bajo,15,Tráfico fluido.
Madrid,29.0,cielo claro,16,11.8,,2026-05-25 19:00:00,Bajo,28,Tráfico fluido.
Vigo,22.4,cielo claro,70,3.3,,2026-05-25 19:00:00,Bajo,15,Tráfico fluido.
Madrid,27.2,cielo claro,19,12.4,,2026-05-25 20:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,lluvia,79,1.3,,2026-05-25 20:00:00,Bajo,27,Tráfico fluido.
Madrid,27.2,cielo claro,19,12.4,,2026-05-25 20:00:00,Bajo,28,Tráfico fluido.
Vigo,20.7,lluvia,79,1.3,,2026-05-25 20:00:00,Bajo,27,Tráfico fluido.
Madrid,25.6,cielo claro,22,13.4,,2026-05-25 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.9,lluvia,84,3.9,,2026-05-25 21:00:00,Bajo,27,Tráfico fluido.
Madrid,25.6,cielo claro,22,13.4,,2026-05-25 21:00:00,Bajo,28,Tráfico fluido.
Vigo,19.9,lluvia,84,3.9,,2026-05-25 21:00:00,Bajo,27,Tráfico fluido.
Madrid,24.0,cielo claro,25,11.2,,2026-05-25 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.3,cielo claro,85,3.8,,2026-05-25 22:00:00,Bajo,15,Tráfico fluido.
Madrid,24.0,cielo claro,25,11.2,,2026-05-25 22:00:00,Bajo,28,Tráfico fluido.
Vigo,19.3,cielo claro,85,3.8,,2026-05-25 22:00:00,Bajo,15,Tráfico fluido.
Madrid,22.6,cielo claro,28,10.6,,2026-05-25 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.6,cielo claro,88,2.7,,2026-05-25 23:00:00,Bajo,15,Tráfico fluido.
Madrid,22.6,cielo claro,28,10.6,,2026-05-25 23:00:00,Bajo,28,Tráfico fluido.
Vigo,18.6,cielo claro,88,2.7,,2026-05-25 23:00:00,Bajo,15,Tráfico fluido.
Madrid,21.8,cielo claro,29,9.1,,2026-05-26 00:00:00,Bajo,23,Tráfico fluido.
Vigo,18.1,cielo claro,96,2.3,,2026-05-26 00:00:00,Bajo,15,Tráfico fluido.
Madrid,21.8,cielo claro,29,9.1,,2026-05-26 00:00:00,Bajo,23,Tráfico fluido.
Vigo,18.1,cielo claro,96,2.3,,2026-05-26 00:00:00,Bajo,15,Tráfico fluido.
Madrid,20.8,cielo claro,30,7.8,,2026-05-26 01:00:00,Bajo,23,Tráfico fluido.
Vigo,17.4,cielo claro,99,4.0,,2026-05-26 01:00:00,Bajo,15,Tráfico fluido.
Madrid,20.8,cielo claro,30,7.8,,2026-05-26 01:00:00,Bajo,23,Tráfico fluido.
Vigo,17.4,cielo claro,99,4.0,,2026-05-26 01:00:00,Bajo,15,Tráfico fluido.
Madrid,20.0,cielo claro,33,7.9,,2026-05-26 02:00:00,Bajo,23,Tráfico fluido.
Vigo,16.8,nublado,100,2.3,,2026-05-26 02:00:00,Bajo,15,Tráfico fluido.
Madrid,20.0,cielo claro,33,7.9,,2026-05-26 02:00:00,Bajo,23,Tráfico fluido.
Vigo,16.8,nublado,100,2.3,,2026-05-26 02:00:00,Bajo,15,Tráfico fluido.
Madrid,19.3,cielo claro,35,7.4,,2026-05-26 03:00:00,Bajo,23,Tráfico fluido.
Vigo,16.7,nublado,100,0.9,,2026-05-26 03:00:00,Bajo,15,Tráfico fluido.
Madrid,19.3,cielo claro,35,7.4,,2026-05-26 03:00:00,Bajo,23,Tráfico fluido.
Vigo,16.7,nublado,100,0.9,,2026-05-26 03:00:00,Bajo,15,Tráfico fluido.
Madrid,18.8,cielo claro,36,7.2,,2026-05-26 04:00:00,Bajo,23,Tráfico fluido.
Vigo,16.6,nublado,100,1.8,,2026-05-26 04:00:00,Bajo,15,Tráfico fluido.
Madrid,18.8,cielo claro,36,7.2,,2026-05-26 04:00:00,Bajo,23,Tráfico fluido.
Vigo,16.6,nublado,100,1.8,,2026-05-26 04:00:00,Bajo,15,Tráfico fluido.
Madrid,18.2,cielo claro,38,6.1,,2026-05-26 05:00:00,Bajo,23,Tráfico fluido.
Vigo,16.5,nublado,99,0.5,,2026-05-26 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.2,cielo claro,38,6.1,,2026-05-26 05:00:00,Bajo,23,Tráfico fluido.
Vigo,16.5,nublado,99,0.5,,2026-05-26 05:00:00,Bajo,15,Tráfico fluido.
Madrid,18.3,cielo claro,41,5.9,,2026-05-26 06:00:00,Bajo,23,Tráfico fluido.
Vigo,16.6,nublado,99,2.3,,2026-05-26 06:00:00,Bajo,15,Tráfico fluido.
Madrid,18.3,cielo claro,41,5.9,,2026-05-26 06:00:00,Bajo,23,Tráfico fluido.
Vigo,16.6,nublado,99,2.3,,2026-05-26 06:00:00,Bajo,15,Tráfico fluido.
Madrid,19.5,cielo claro,39,7.0,,2026-05-26 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,17.4,nublado,97,1.8,,2026-05-26 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,19.5,cielo claro,39,7.0,,2026-05-26 07:00:00,Medio,53,Condiciones normales de tráfico.
Vigo,17.4,nublado,97,1.8,,2026-05-26 07:00:00,Medio,45,Condiciones normales de tráfico.
Madrid,21.4,cielo claro,32,7.1,,2026-05-26 08:00:00,Medio,53,Condiciones normales de tráfico.
